Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Problem Start Time	Problem End Time	Latency (sec)	Steps Missing Start Times	Hints	Incorrects	Corrects	Avg Corrects	Steps	Avg Assistance Score	Correct First Attempts	Condition	KCs (Default)	Steps without KCs (Default)	KC List (Default)	KCs (Single-KC)	Steps without KCs (Single-KC)	KC List (Single-KC)	KCs (Unique-step)	Steps without KCs (Unique-step)	KC List (Unique-step)
1581	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 3!	3xplus8eq17-diagrams-first	1	2021-05-12 15:44:00	2021-05-12 15:44:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC157, KC193, KC212, KC363, KC44, KC473, KC653, KC72
1582	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 3!	4xplus3eq11-no-diagrams	1	2021-05-12 15:45:00	2021-05-12 15:45:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	5	0	KC145, KC296, KC423, KC454, KC76
1583	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	1plus2xeq5-diagrams-first	1	2021-05-13 15:00:00	2021-05-13 15:00:00	0.000	0	0	2	8	1.000	8	0.250	7	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC121, KC21, KC294, KC335, KC376, KC39, KC424, KC675
1584	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	7plus2xeq11-no-diagrams	1	2021-05-13 15:01:00	2021-05-13 15:01:00	0.000	0	0	1	5	1.000	5	0.200	4	none (none)	5	1	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	5	0	KC383, KC399, KC432, KC478, KC81
1585	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	9eq2xplus5-diagrams-first	1	2021-05-13 15:01:00	2021-05-13 15:02:00	60.000	0	0	10	8	1.000	8	1.250	7	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC456, KC571, KC572, KC585, KC602, KC621, KC638, KC87
1586	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	15eq4xplus3-no-diagrams	1	2021-05-13 15:03:00	2021-05-13 15:03:00	0.000	0	0	2	5	1.000	5	0.400	5	none (none)	5	1	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	5	0	KC166, KC186, KC281, KC63, KC78
1587	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	19eq3xplus4-diagrams-first	1	2021-05-13 15:04:00	2021-05-13 15:04:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC155, KC199, KC29, KC37, KC448, KC477, KC642, KC647
1588	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	15eq4xplus7-no-diagrams	1	2021-05-13 15:04:00	2021-05-13 15:04:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	5	0	KC134, KC217, KC348, KC7, KC77
1589	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	7eq5plus2x-diagrams-first	1	2021-05-13 15:05:00	2021-05-13 15:05:00	0.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC207, KC231, KC236, KC261, KC31, KC445, KC654, KC674
1590	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 4!	8eq3plus5x-no-diagrams	1	2021-05-13 15:06:00	2021-05-13 15:06:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	5	0	KC142, KC201, KC52, KC630, KC88
1591	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 5!	3xeqxplus4-diagrams-first	1	2021-05-13 15:06:00	2021-05-13 15:11:00	300.000	0	22	38	10	0.909	11	5.454	6	none (none)	8	3	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	11	0	KC11, KC174, KC202, KC238, KC315, KC403, KC410, KC590, KC634, KC666, KC75
1592	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 5!	7xeq2xplus5-no-diagrams	1	2021-05-13 15:11:00	2021-05-13 15:14:00	180.000	0	8	9	7	0.875	8	2.125	6	none (none)	5	2	cancel-var, combine-like-var, divide, division-simple, subtraction-var	1	0	Single-KC	8	0	KC103, KC194, KC213, KC351, KC388, KC426, KC429, KC555
1593	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 5!	6xeq7plus5x-diagrams-first	1	2021-05-13 15:14:00	2021-05-13 15:16:00	120.000	0	0	1	7	1.000	7	0.143	6	none (none)	5	2	cancel-var, combine-like-var, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	7	0	KC129, KC229, KC280, KC346, KC501, KC521, KC681
1594	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 5!	7xeq20plus2x-no-diagrams	1	2021-05-13 15:16:00	2021-05-13 15:16:00	0.000	0	0	0	7	1.000	7	0.000	7	none (none)	5	2	cancel-var, combine-like-var, divide, division-simple, subtraction-var	1	0	Single-KC	7	0	KC232, KC265, KC288, KC541, KC567, KC606, KC673
1595	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	5xeq2xplus15-diagrams-first	1	2021-05-13 15:21:00	2021-05-13 15:22:00	60.000	0	0	4	10	1.000	10	0.400	10	none (none)	8	2	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	10	0	KC123, KC144, KC175, KC264, KC339, KC385, KC431, KC519, KC546, KC558
1596	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	9xeq5xplus8-no-diagrams	1	2021-05-14 15:01:00	2021-05-14 15:02:00	60.000	0	0	2	7	1.000	7	0.286	6	none (none)	5	2	cancel-var, combine-like-var, divide, division-simple, subtraction-var	1	0	Single-KC	7	0	KC161, KC165, KC243, KC355, KC433, KC464, KC660
1597	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	4xeq2xplus6-diagrams-first	1	2021-05-14 15:02:00	2021-05-14 15:03:00	60.000	0	0	4	10	1.000	10	0.400	10	none (none)	8	2	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	7	3	KC171, KC182, KC27, KC358, KC453, KC493, KC531
1598	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	6xeq4xplus10-no-diagrams	1	2021-05-14 15:03:00	2021-05-14 15:04:00	60.000	0	0	22	7	1.000	7	3.143	6	none (none)	5	2	cancel-var, combine-like-var, divide, division-simple, subtraction-var	1	0	Single-KC	7	0	KC244, KC4, KC459, KC480, KC484, KC527, KC535
1599	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	6xeq2xplus8-diagrams-first	1	2021-05-14 15:04:00	2021-05-14 15:05:00	60.000	0	0	3	10	1.000	10	0.300	10	none (none)	8	2	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	7	3	KC18, KC221, KC35, KC442, KC618, KC68, KC97
1600	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 6!	8xeq2xplus6-no-diagrams	1	2021-05-14 15:05:00	2021-05-14 15:06:00	60.000	0	0	6	7	1.000	7	0.857	6	none (none)	5	2	cancel-var, combine-like-var, divide, division-simple, subtraction-var	1	0	Single-KC	7	0	KC101, KC162, KC263, KC356, KC380, KC440, KC498
1601	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	4xplus1eqxplus10-diagrams-first	1	2021-05-14 15:07:00	2021-05-14 15:12:00	300.000	0	7	35	15	0.938	16	2.625	11	none (none)	12	4	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	10	6	KC197, KC200, KC266, KC336, KC347, KC372, KC50, KC517, KC579, KC663
1602	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	3xplus5eqxplus11-no-diagrams	1	2021-05-14 15:13:00	2021-05-14 15:15:00	120.000	0	9	13	11	0.917	12	1.833	9	none (none)	8	3	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, subtraction-const, subtraction-var	1	0	Single-KC	4	8	KC153, KC438, KC622, KC624
1603	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	6xplus3eqxplus13-diagrams-first	1	2021-05-14 15:15:00	2021-05-14 15:17:00	120.000	0	1	11	15	0.938	16	0.750	10	none (none)	12	4	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	16	.
1604	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	8xplus1eq2xplus13-no-diagrams	1	2021-05-14 15:18:00	2021-05-14 15:24:00	360.000	0	20	24	15	0.938	16	2.750	11	none (none)	9	4	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-complex, division-simple, subtraction-const, subtraction-var	1	0	Single-KC	0	16	.
1605	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	4xplus3eq2xplus7-diagrams-first	1	2021-05-14 15:25:00	2021-05-17 15:02:00	257820.000	0	0	10	13	1.000	13	0.769	10	none (none)	12	2	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	13	.
1606	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 7!	5xplus2eq2xplus8-no-diagrams	1	2021-05-17 15:02:00	2021-05-17 15:04:00	120.000	0	4	10	10	0.833	12	1.167	9	none (none)	8	3	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, subtraction-const, subtraction-var	1	0	Single-KC	0	12	.
1607	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 8!	8xplus3eq5plus6x-diagrams-first	1	2021-05-17 15:04:00	2021-05-17 15:06:00	120.000	0	3	6	15	0.938	16	0.562	12	none (none)	12	5	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	16	.
1608	All Data	slowdragon	Assignment yellow, ProblemSet Yellow Level 8!	6xplus1eq13plus2x-no-diagrams	1	2021-05-17 15:06:00	2021-05-17 15:09:00	180.000	0	4	23	11	0.917	12	2.250	6	none (none)	8	4	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, subtraction-const, subtraction-var	1	0	Single-KC	0	12	.
1609	All Data	slowduck	Assignment yellow, ProblemSet Yellow Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 15:28:00	2021-05-13 15:10:00	85320.000	0	1	12	5	0.833	6	2.167	4	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	6	0	KC316, KC321, KC369, KC42, KC628, KC649
1610	All Data	slowduck	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq5-no-diagrams	1	2021-05-13 15:10:00	2021-05-13 15:13:00	180.000	0	0	2	3	1.000	3	0.667	2	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC179, KC320, KC64
1611	All Data	slowduck	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq8-diagrams-first	1	2021-05-13 15:15:00	2021-05-13 15:17:00	120.000	0	0	2	5	1.000	5	0.400	3	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC220, KC362, KC482, KC569, KC570
1612	All Data	slowduck	Assignment yellow, ProblemSet Yellow Level 1!	xplus6eq8-no-diagrams	1	2021-05-13 15:17:00	2021-05-13 15:17:00	0.000	0	0	1	3	1.000	3	0.333	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC411, KC460, KC466
1613	All Data	slowduck	Assignment yellow, ProblemSet Yellow Level 1!	1plusxeq7-diagrams-first	1	2021-05-13 15:18:00	2021-05-13 15:18:00	0.000	0	0	1	1	0.500	2	0.500	1	none (none)	1	1	selectd-given-eq	1	0	Single-KC	2	0	KC392, KC516
1614	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	xplus2eq6-diagrams-first	1	2021-05-13 15:01:00	2021-05-13 15:03:00	120.000	0	4	8	5	0.833	6	2.000	2	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	6	0	KC316, KC321, KC369, KC42, KC628, KC649
1615	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq5-no-diagrams	1	2021-05-13 15:03:00	2021-05-13 15:09:00	360.000	0	4	12	5	0.833	6	2.667	2	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	6	0	KC179, KC320, KC384, KC402, KC505, KC64
1616	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq8-diagrams-first	1	2021-05-13 15:09:00	2021-05-13 15:09:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC220, KC362, KC482, KC569, KC570
1617	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	xplus6eq8-no-diagrams	1	2021-05-13 15:10:00	2021-05-13 15:10:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	5	0	KC108, KC411, KC460, KC466, KC680
1618	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	1plusxeq7-diagrams-first	1	2021-05-13 15:11:00	2021-05-13 15:13:00	120.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC110, KC392, KC516, KC623, KC639
1619	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	2plusxeq9-no-diagrams	1	2021-05-13 15:14:00	2021-05-13 15:15:00	60.000	0	4	1	5	0.833	6	0.833	4	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	5	1	KC10, KC169, KC341, KC452, KC657
1620	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	5plusxeq7-diagrams-first	1	2021-05-13 15:15:00	2021-05-13 15:16:00	60.000	0	0	0	7	1.000	7	0.000	7	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	2	KC135, KC14, KC267, KC342, KC683
1621	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 1!	4plusxeq9-no-diagrams	1	2021-05-13 15:16:00	2021-05-13 15:17:00	60.000	0	0	3	5	1.000	5	0.600	5	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	5	0	KC278, KC368, KC514, KC626, KC96
1622	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 2!	8eqxplus3-diagrams-first	1	2021-05-13 15:17:00	2021-05-13 15:18:00	60.000	0	0	1	7	1.000	7	0.143	6	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	0	KC139, KC237, KC300, KC476, KC522, KC645, KC682
1623	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 2!	3eqxplus1-no-diagrams	1	2021-05-13 15:19:00	2021-05-13 15:19:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	5	0	KC30, KC553, KC601, KC643, KC684
1624	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 2!	9eq4plusx-diagrams-first	1	2021-05-13 15:20:00	2021-05-13 15:21:00	60.000	0	0	1	7	1.000	7	0.143	7	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	7	0	KC188, KC190, KC242, KC247, KC297, KC510, KC646
1625	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 2!	10eq5plusx-no-diagrams	1	2021-05-13 15:21:00	2021-05-13 15:22:00	60.000	0	0	1	5	1.000	5	0.200	4	none (none)	3	3	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	5	0	KC222, KC389, KC400, KC465, KC545
1626	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	2xplus3eq7-diagrams-first	1	2021-05-14 15:02:00	2021-05-14 15:04:00	120.000	0	0	9	9	0.900	10	0.900	6	none (none)	6	4	cancel-const, combine-like-const, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	9	1	KC177, KC189, KC268, KC271, KC309, KC427, KC486, KC603, KC609
1627	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	2xplus3eq7-diagrams-first	3	2021-05-14 15:06:00	2021-05-14 15:07:00	60.000	0	5	3	5	0.833	6	1.333	4	none (none)	2	3	divide, division-simple	1	0	Single-KC	2	4	KC189, KC80
1628	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	3xplus1eq10-no-diagrams	1	2021-05-14 15:07:00	2021-05-14 15:08:00	60.000	0	0	0	9	1.000	9	0.000	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC106, KC168, KC497, KC534, KC577, KC635, KC91
1629	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	4xplus1eq9-diagrams-first	1	2021-05-14 15:09:00	2021-05-14 15:10:00	60.000	0	0	3	12	1.000	12	0.250	12	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	10	2	KC191, KC2, KC233, KC239, KC252, KC290, KC325, KC33, KC533, KC93
1630	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	3xplus2eq8-no-diagrams	1	2021-05-14 15:10:00	2021-05-14 15:11:00	60.000	0	0	0	9	1.000	9	0.000	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC178, KC391, KC393, KC395, KC412, KC430, KC597
1631	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	3xplus8eq17-diagrams-first	1	2021-05-14 15:11:00	2021-05-14 15:12:00	60.000	0	0	2	12	1.000	12	0.167	11	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	10	2	KC157, KC193, KC343, KC363, KC44, KC446, KC473, KC653, KC72, KC94
1632	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 3!	4xplus3eq11-no-diagrams	1	2021-05-14 15:13:00	2021-05-14 15:13:00	0.000	0	0	0	9	1.000	9	0.000	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC119, KC145, KC296, KC423, KC454, KC561, KC76
1633	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	1plus2xeq5-diagrams-first	1	2021-05-14 15:14:00	2021-05-14 15:15:00	60.000	0	0	0	12	1.000	12	0.000	12	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	10	2	KC105, KC21, KC294, KC335, KC350, KC376, KC39, KC424, KC665, KC675
1634	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	7plus2xeq11-no-diagrams	1	2021-05-14 15:15:00	2021-05-14 15:16:00	60.000	0	0	1	9	1.000	9	0.111	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC383, KC399, KC432, KC478, KC650, KC74, KC81
1635	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	9eq2xplus5-diagrams-first	1	2021-05-14 15:16:00	2021-05-14 15:17:00	60.000	0	0	0	12	1.000	12	0.000	12	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	10	2	KC128, KC245, KC456, KC571, KC572, KC576, KC585, KC602, KC638, KC87
1636	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	15eq4xplus3-no-diagrams	1	2021-05-14 15:18:00	2021-05-14 15:19:00	60.000	0	0	2	9	1.000	9	0.222	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC166, KC186, KC281, KC361, KC610, KC63, KC78
1637	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	19eq3xplus4-diagrams-first	1	2021-05-14 15:19:00	2021-05-14 15:20:00	60.000	0	0	1	12	1.000	12	0.083	12	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	10	2	KC124, KC199, KC29, KC37, KC448, KC477, KC503, KC565, KC642, KC647
1638	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	15eq4xplus7-no-diagrams	1	2021-05-14 15:21:00	2021-05-14 15:21:00	0.000	0	0	0	9	1.000	9	0.000	9	none (none)	5	3	cancel-const, combine-like-const, divide, division-simple, subtraction-const	1	0	Single-KC	7	2	KC134, KC209, KC217, KC348, KC457, KC7, KC77
1639	All Data	sloweagle	Assignment yellow, ProblemSet Yellow Level 4!	7eq5plus2x-diagrams-first	1	2021-05-14 15:22:00	2021-05-14 15:23:00	60.000	0	0	2	12	1.000	12	0.167	11	none (none)	8	3	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	9	3	KC207, KC226, KC231, KC236, KC261, KC445, KC654, KC655, KC674
1640	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 15:35:00	2021-05-12 15:35:00	0.000	0	0	2	5	1.000	5	0.400	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC316, KC321, KC369, KC628, KC649
1641	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq5-no-diagrams	1	2021-05-12 15:35:00	2021-05-12 15:37:00	120.000	0	2	5	3	0.750	4	1.750	2	none (none)	3	2	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	4	0	KC179, KC320, KC402, KC64
1642	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 15:37:00	2021-05-12 15:37:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC220, KC362, KC482, KC569, KC570
1643	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	xplus6eq8-no-diagrams	1	2021-05-12 15:37:00	2021-05-12 15:37:00	0.000	0	0	0	3	1.000	3	0.000	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC411, KC460, KC466
1644	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	1plusxeq7-diagrams-first	1	2021-05-12 15:38:00	2021-05-12 15:38:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC110, KC392, KC516, KC623, KC639
1645	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	2plusxeq9-no-diagrams	1	2021-05-12 15:38:00	2021-05-12 15:38:00	0.000	0	0	0	3	1.000	3	0.000	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC10, KC169, KC341
1646	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	5plusxeq7-diagrams-first	1	2021-05-12 15:38:00	2021-05-12 15:39:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC135, KC14, KC267, KC342, KC683
1647	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 1!	4plusxeq9-no-diagrams	1	2021-05-12 15:39:00	2021-05-12 15:39:00	0.000	0	0	0	3	1.000	3	0.000	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC278, KC368, KC514
1648	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 2!	8eqxplus3-diagrams-first	1	2021-05-12 15:39:00	2021-05-12 15:39:00	0.000	0	0	1	5	1.000	5	0.200	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC237, KC300, KC522, KC645, KC682
1649	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 2!	3eqxplus1-no-diagrams	1	2021-05-12 15:40:00	2021-05-12 15:40:00	0.000	0	0	0	3	1.000	3	0.000	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC30, KC553, KC601
1650	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 2!	9eq4plusx-diagrams-first	1	2021-05-12 15:40:00	2021-05-12 15:40:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC188, KC242, KC247, KC297, KC510
1651	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 2!	10eq5plusx-no-diagrams	1	2021-05-12 15:40:00	2021-05-12 15:40:00	0.000	0	0	1	3	1.000	3	0.333	3	none (none)	3	1	cancel-const, combine-like-const, subtraction-const	1	0	Single-KC	3	0	KC222, KC389, KC400
1652	All Data	slowfish	Assignment yellow, ProblemSet Yellow Level 3!	2xplus3eq7-diagrams-first	1	2021-05-12 15:41:00	2021-05-12 15:41:00	0.000	0	0	4	8	1.000	8	0.500	7	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC177, KC189, KC268, KC271, KC309, KC421, KC486, KC609
